niche,sub_service,specific_service,phrase,urgency,outcome,paid
plumbing,sewer & septic,sewer line repair,some exterior yard drains that have a lot of dirt and roots and stuff.,routine,callback,1
plumbing,sewer & septic,sewer line repair,"I'm currently under contract to buy a house in Temecula, California",routine,callback,1
plumbing,sewer & septic,sewer line repair,the pipe has sagged between there and halfway down the house,urgent,booked,1
plumbing,sewer & septic,sewer line repair,I wanted a big outfit to do this like within two days,routine,callback,1
plumbing,sewer & septic,sewer line repair,I'm a contractor. I'm doing a build-out in the house,routine,no_sale,1
plumbing,sewer & septic,sewer line repair,I'm wondering if someone can come out and snake it,emergency,booked,1
plumbing,sewer & septic,sewer line repair,I have some drains that I'd like to get cleaned.,routine,callback,1
plumbing,sewer & septic,sewer line repair,can you get here today? or tomorrow or when?,urgent,quoted,1
plumbing,sewer & septic,sewer line repair,right now I'm shopping around for estimates,routine,booked,1
plumbing,sewer & septic,sewer line repair,any time someone for tomorrow or on Friday,urgent,callback,1
plumbing,sewer & septic,sewer line repair,those trenchless piping where they inflate,routine,callback,0
plumbing,sewer & septic,sewer line repair,to re-roll some pipes inside our facility,urgent,callback,1
plumbing,sewer & septic,sewer line repair,there's a drain in the basement floor,emergency,booked,1
plumbing,sewer & septic,sewer line repair,We lift the water on the basement,urgent,callback,1
plumbing,sewer & septic,sewer line repair,From my house to the septic tank.,routine,no_sale,1
plumbing,sewer & septic,sewer line repair,what's the average cost for that?,routine,no_sale,1
plumbing,sewer & septic,sewer line repair,i've got a sewer situation,emergency,booked,1
plumbing,sewer & septic,sewer backup,how quickly I could get emergency plumbing to come out for a four-inch clogged main pipe,emergency,booked,1
plumbing,sewer & septic,sewer backup,"It's backing up into the bathrooms, and I need to get it cleared.",emergency,callback,1
plumbing,sewer & septic,sewer backup,"We've got a line, a sewer line that's backing up into the house",urgent,booked,1
plumbing,sewer & septic,sewer backup,My basement bathroom is basically flooded,urgent,callback,1
plumbing,sewer & septic,sewer backup,It's flooded when I've had the water on,emergency,booked,1
plumbing,sewer & septic,sewer backup,some sewage backing up into our shower,emergency,no_sale,1
plumbing,sewer & septic,sewer backup,I'm looking to have the drain cleared.,emergency,callback,1
plumbing,sewer & septic,sewer backup,"my sewer line is, like, backed up.",urgent,quoted,1
plumbing,sewer & septic,sewer backup,I just need a sewage pump replaced,routine,quoted,1
plumbing,sewer & septic,sewer backup,we had a sewage leak in our house,urgent,callback,1
plumbing,sewer & septic,sewer backup,I have a sewage backup happening,emergency,callback,1
plumbing,sewer & septic,sewer backup,I just need a quote first,routine,quoted,1
plumbing,sewer & septic,sewer backup,Both toilets won't flush,urgent,quoted,1
plumbing,sewer & septic,sewer backup,I think it's a backup,urgent,callback,1
plumbing,sewer & septic,sewer backup,can you get here today? or tomorrow or when?,urgent,quoted,1
plumbing,sewer & septic,sewer backup,water all throughout the bathroom,urgent,callback,1
plumbing,sewer & septic,sewer backup,it is coming up into the house,urgent,callback,1
plumbing,sewer & septic,sewer backup,clear the main sewer line,emergency,no_sale,1
plumbing,sewer & septic,sewer backup,toilet bubbling,emergency,no_sale,1
plumbing,sewer & septic,septic service,"I have water coming up from underneath of my tub, my shower tub downstairs, and it won't stop",emergency,no_sale,0
plumbing,sewer & septic,septic service,I have a leak issue with my septic line under the house.,urgent,booked,1
plumbing,sewer & septic,septic service,I need to get a quote for hooking it all up,routine,booked,1
plumbing,sewer & septic,septic service,I got a line that needs to be snaked.,routine,no_sale,1
plumbing,sewer & septic,septic service,And it's cracked in that joint,urgent,booked,1
plumbing,sewer & septic,septic service,the pipe has sagged between there and halfway down the house,urgent,booked,1
plumbing,sewer & septic,septic service,it has no plumbing set up at all or septic,routine,booked,1
plumbing,sewer & septic,septic service,all the plumbing underneath the house,routine,booked,1
plumbing,sewer & septic,septic service,From my house to the septic tank.,routine,no_sale,1
plumbing,sewer & septic,septic service,what's the average cost for that?,routine,no_sale,1
plumbing,sewer & septic,main sewer cleaning,some sewage backing up into our shower,emergency,no_sale,1
plumbing,sewer & septic,main sewer cleaning,we had a sewage leak in our house,urgent,callback,1
plumbing,sewer & septic,main sewer cleaning,I think it's a backup,urgent,callback,1
plumbing,sewer & septic,main sewer cleaning,it is coming up into the house,urgent,callback,1
plumbing,sewer & septic,main sewer cleaning,clear the main sewer line,emergency,no_sale,1
plumbing,sewer & septic,main sewer cleaning,toilet bubbling,emergency,no_sale,1
plumbing,sewer & septic,sewer lateral replacement (trenchless),I was looking online for suolateral replacement or like transless work,routine,callback,1
plumbing,sewer & septic,sewer lateral replacement (trenchless),Sewer lateral replacement,routine,callback,1
plumbing,sewer & septic,sewer lateral replacement (trenchless),I wanted a big outfit to do this like within two days,routine,callback,1
plumbing,sewer & septic,sewage ejector pump replacement,I just need a sewage pump replaced,routine,quoted,1
plumbing,sewer & septic,sewage ejector pump replacement,I just need a quote first,routine,quoted,1
plumbing,sewer & septic,sewer camera / locate,I'm looking for someone who can locate a sewer line for me inside of a residence,routine,no_sale,1
plumbing,sewer & septic,sewer camera / locate,I'm a contractor. I'm doing a build-out in the house,routine,no_sale,1
plumbing,plumbing repairs,plumbing installation,a plumber that can install my shower as well as put a new install of my pipe for my kitchen for my sink,routine,booked,0
plumbing,plumbing repairs,plumbing installation,soon as he's done I'm gonna need someone to install my shower and my new sink,routine,booked,0
plumbing,plumbing repairs,plumbing installation,I need like a new install of my washer and dryer to the water,routine,booked,0
plumbing,plumbing repairs,plumbing installation,"there's a hole on the ceiling, and they come from a leak",routine,booked,1
plumbing,plumbing repairs,plumbing installation,"replace the S-traps in there with, I think, P-traps",routine,booked,1
plumbing,plumbing repairs,plumbing installation,I need to get a quote for hooking it all up,routine,booked,1
plumbing,plumbing repairs,plumbing installation,very low pressure in the bathrooms and the faucets,routine,booked,1
plumbing,plumbing repairs,plumbing installation,it has no plumbing set up at all or septic,routine,booked,1
plumbing,plumbing repairs,plumbing installation,all the plumbing underneath the house,routine,booked,1
plumbing,plumbing repairs,plumbing installation,Is this the plumber?,unknown,unknown,0
plumbing,plumbing repairs,pipe leak repair,water staining kind of damage on the ceiling,urgent,booked,0
plumbing,plumbing repairs,pipe leak repair,we got a leak on a half-inch copper line,urgent,booked,1
plumbing,plumbing repairs,pipe leak repair,we probably have a pipe leak,urgent,booked,0
plumbing,plumbing repairs,pipe leak repair,I have an active pipe dripping in my garage.,urgent,booked,1
plumbing,plumbing repairs,pipe leak repair,I wanted to see if there's Saturday service.,urgent,booked,1
plumbing,plumbing repairs,pipe leak repair,"Just kind of small spraying out, I guess.",urgent,booked,1
plumbing,plumbing repairs,pipe leak repair,is this the emergency plumbing company?,urgent,booked,1
plumbing,plumbing repairs,pipe leak repair,"it felt, like, kind of cold and damp",urgent,booked,0
plumbing,plumbing repairs,leak repair,I'm calling on behalf of my tenants who are reporting a leak in like a condo situation,routine,no_sale,1
plumbing,plumbing repairs,leak repair,text message me the address of where the leak is,urgent,booked,0
plumbing,plumbing repairs,leak repair,this is kind of like a building problem,routine,no_sale,1
plumbing,plumbing repairs,leak repair,We got a leak underneath our house.,urgent,no_sale,0
plumbing,plumbing repairs,leak repair,we're needing a plumber,urgent,no_sale,0
plumbing,plumbing repairs,leak repair,I already talked to my boss and he told me that it's okay if you can do it tomorrow first thing in the morning,urgent,booked,0
plumbing,plumbing repairs,plumbing consultation,i am in need of a little bit of consulting,routine,no_sale,1
plumbing,plumbing repairs,plumbing consultation,"North Carolina plumbing code, is it like the same in the entire state",routine,no_sale,1
plumbing,plumbing repairs,plumbing consultation,do you know if a pressure release valve is like a code requirement?,routine,no_sale,1
plumbing,plumbing repairs,sink plumbing reconnection,we need someone to reattach the water line to the dishwasher and also the garbage disposal.,urgent,callback,1
plumbing,plumbing repairs,sink plumbing reconnection,I need a plumber to reinstall under a sink.,urgent,callback,1
plumbing,plumbing repairs,sink plumbing reconnection,Any chance I can get somebody out today?,urgent,callback,1
plumbing,plumbing repairs,water main replacement,i broke the the main before the shut off in the house last last night,emergency,booked,1
plumbing,plumbing repairs,water main replacement,I'm hoping to schedule a water main replacement.,emergency,booked,1
plumbing,plumbing repairs,water main replacement,From curb to house.,emergency,booked,1
plumbing,plumbing repairs,whole house repiping,we've already determined a leak in the slab,routine,booked,1
plumbing,plumbing repairs,whole house repiping,our desire is to re-pipe the whole house,routine,booked,1
plumbing,plumbing repairs,whole house repiping,replumb the house through the attic,routine,booked,1
plumbing,plumbing repairs,new construction plumbing,we are actually looking for a plumbing subcontractor,routine,callback,1
